"id","name","difficulty","elementType","workoutType","isDoableAtHome","description","totalTime","createdAt","creatorId","updatedAt"
37,,YELLOW,WOD,AMRAP,false,"15 min AMRAP
20/16 cal Row
15 Situps
10 Push press 45/30 kg or 60% of 1 RM

The sit-ups will bring the heartrate down on most of us so probably push a little bit harder then normally on the row and Push press.",15.0,2022-06-23 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
33,,BLACK,STRENGTH_OR_SKILLS,,false,"6 x E90s
1 Snatch pull + 1 Power snatch + 1 Squat snatch
Build up weight from 60% of 1 RM or Technique work 

 On the Sn pull make sure to keep the barbell close to the body, on the Power snatch make sure move the feet fast and on the Sq snatch aim for a controlled squat/receiving position on every rep. ",9.0,2022-06-21 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
29,,YELLOW,STRENGTH_OR_SKILLS,,false,"12 x OTM
20 - 50s Wallfacing handstand hold
4 - 8 Strict straight leg toes to bar
15s L + 15s R Skater squat holds
40 - 50s Farmers carry

Best possible Handstand line, locked knees on the SSL t2b and chest up on the Skater holds.",12.0,2022-06-10 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
1468,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

A. 15 min AMRAP
150 Singel unders
20 Box step ups 60/50 cm (alternating leg)
25 Deadlifts 60/40 kg or 40% of 1RM

B. 15 min AMRAP
15 Kettlebell swing lagom 24/16 kg
20 Situps
25 Backward lunges

Two somewhat light aerobic met-cons but probably break up the DL´s on the second one. The pace on the Single unders is also very individual. Rest 1 minute btw A. and B.",,2022-05-31 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1473,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 4 x E3,5M
5 L + 5 R Knees over toes split squats with 3s eccentric 1s hold
5 L + 5 R single leg KB deadlifts alternated with one arm row

B. 7 min AMRAP
9 Toes to bar/Knee raises 2 for 1
11 Dumbell power clean 2 x 22,5/15 kg
13 Push jerk 45/30 kg
3 min Rest
5 min AMRAP
7 Toes to bar
9 Dumbell power clean 2 x 22,5/15kg
11 Push jerk 40/25 kg

A. Make sure to move forward and down on the Kot SS. Upper body stays vertical and the glute of the back leg is slightly contracted. Full R.O.M is key. On the SL KB DL keep both the core and the shoulders stable and don´t rush this movement. 

B. Two short and intense amraps. The reps and the weight on the PJ is lighter on the second one. 

GYMNASTICS
A. 3-4  rounds
5x Hollow to support
3x Kick to Handstand - Tuck down 
5x kipped dips
8x Narrow grip PVC Overhead squats

B. E3M x 6 Alternate between B.1 and B.2 
B.1: 20x HSPU + 50x Double Unders 
(Scaled- 10-15 HSPU + 75 Single Under) 
B.2: 20x Toes to Bar + 15 Burpees 

OLY
A. 5xE2M
1 power clean
3 front squat - 3 s ecc
1 split jerk
B. 5xE2M
1 Hang power clean
1 squat clean
1 jerk
C. 5xE2M
5 push press
5xEMOM
8-10 strict press
",,2022-06-02 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1484,,,UNCLASSIFIED,,false,"TEAM ""Murph""

For time:
1600 m Run or Row
100 Pullups/Jumping pullups/Ring row
200 Pushups/Knee pushups
300 Squats/Partial squats
1600 m Run or Row
Time cap 40 min	

In a two person team divide the run/row meters and the reps anyhow. Suggestion might be 4 x 400 m Run/Row, 10 rounds of 10 Pullups, 20 Pushups, 30 Squats and 4 x 400 Row etc. The workout starts and finishes on the same cardio movement. 

INTENSE MOBILITY
2 rounds of
50s Hollow complex
50 L + 50 R Dynamic pigeons
3 rounds of
50s Handstand floaters
50s Horse stance pulses + hold
3 rounds of
50s Arch to hollow on the bar
15s L + 15s R Contralateral squat holds
3 rounds of
50s FHL Calf raises
50s Windshield wipers
3 rounds of
30s Bridge pushups
75s Jefferson curls
",,2022-05-30 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
41,Death by... burpees,RED,WOD,EMOM,false,"EMOM For as Long as Possible

1 Burpee in the first minute
2 Burpee in the second minute3 Burpee in the third minute
etc...",,2022-06-30 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
78,,RED,STRENGTH_OR_SKILLS,,false,"4 x E3M
5 Back squats Tempo 30x1
5 Harop curls/Leg curl on the rower 4s eccentric
Build the weight from 70% of 1 RM on the BS

Brace more and more as the weight gets heavier.",12.0,2022-08-10 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-14 20:34:16.914
1487,,,UNCLASSIFIED,,false,"TEAM 	

AMRAP 15 min
15 Synchronized Pullups/Band/Ring row
30 Pushups divide anyhow
60 Squat jumps divide anyhow
At minute 18
AMRAP 15 min
15 Synchronized Deadlifts 100/70 kg or 60% of 1RM
20 Handrelease pushups divide anyhow
25 Wallball lunges divide anyhow 9/6 kg 3/2,7 m/Backward lunges with WB overhead

Two tough amraps with synchronized reps and shared reps. Start with a game plan but also be prepared to change it ...		

STRENGTH
A. 4 x E3M
10 m Frontrack barbell walking lunges
4 - 6 Strict pronated pullups with 3s eccentric
B. 4 x E3M
5 Deficit deadlifts from 5 - 10 cm
6 - 8 Lying DB bench press with 3 s eccentric
C. 4 x E3M
10 m Heavy sled rope pulls
4 - 6 Bar dips with 3s eccentric",,2022-06-19 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
52,,,WOD,AMRAP,true,"AMRAP 25 min - outdoor session
1,5 min run
14 mountain climbers
12 upphopp/tuck jumps
10 australian/reversed row/bent over row
8 dips/pike pushups",25.0,2022-07-07 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
1464,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

36 x OTM
6 - 15 cal Row/Bike or Ski
15 - 30s Top ring support hold/Front leaning rest
4 - 6 L + 4 - 6 R Pistols for quality
10 - 25s L+ 10 - 25s R Star plank/Side plank hold
8 - 12 Barbell row with a supinated grip
20 - 25s L + 20 - 25s R One arm Overhead KB carry

Long endurance work with a good overall load. Make sure to stay in a more comfortable zone if this is your third workout this week or if your shooting a couple of more sessions. 	

GYMNASTICS
A. EMOM 16
2-4 Skin the cat in Bar
6-12 Hips to rings
8-12 Weighted Tuck 2 Hollow -lying down
8-12 Banded Pull Apart

B. For Time: 
21-15-9 
Toes to Bar
Burpee to target

OLY
A. EMOM x 5 
3 Muscle clean, 3 press (empty barebell)
B. E2M x 5 
2 Power Clean, 2 push jerk 80+%
C. E2M x 5 
5-4-3-2-1 Clean pull 90+%
D. E2M x 5 
5 push press 75%

",,2022-05-12 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
79,,RED,WOD,FOR_TIME,false,"5 rounds for time:
6 Clusters 60/40 kg or 60 - 70% of 1 RM
9 Barfacing burpees or 12 Lateral burpees
12 Chest to bar pullups/Pullups
Time cap 15 min

Very tough and intense met-con with a lot of shoulders and legs. Probably pace the first two rounds to get a feeling of the correct tempo. ",15.0,2022-08-10 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-11 20:31:16.052
74,,YELLOW,STRENGTH_OR_SKILLS,EMOM,false,"4 x E3M
10 DB backward lunges 2 x DB individual weights
6 - 8 Ring pushups 3s eccentric

DBs hanging on the walking lunges. Best possible technique and deep Ring pushups.",12.0,2022-08-05 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-14 20:44:48.150
48,,RED,STRENGTH_OR_SKILLS,,false,"6 x E90s
1 - 3 Power snatch
Gradually increase the weight or technique work

Work on speed and technique.",9.0,2022-07-05 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
19,,BLACK,STRENGTH_OR_SKILLS,,false,"5 x E3,5M
2 - 6 Deficit handstand pushups/Mat/Abmat
5 + 5 Overhead barbell split squat

Scaled variation
3 - 6 Pike pushups
5 + 5 Overhead barbell split squat (technique)

If your doing deficit HSPU start with 10kg plates and build from there. Small steps is essential. On the OH split squat make sure to keep a vertical upper body position. 

",17.5,2022-05-24 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
1471,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 5 x E2M
4 - 1 rep Hang power clean and jerk

B. ""Karen""
For time:
150 Wallballs 9/6 kg 3/2,7 m
Time cap 12 min""	""A. Start at 70% and build the weight from there. Focus on the extension and powerful hip extension on both movements. 

B. Classic benchmark with very high intensity. Be smart from the start so you don´t make to big sets. Excpect some leg soreness tomorrow... ",,2022-05-27 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
59,,,STRENGTH_OR_SKILLS,EMOM,true,"Emom 20
1. Burpees
2. inch worm+ push up
3. TGU
4. GTOH with weight/backpack",20.0,2022-07-13 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
42,,BLACK,STRENGTH_OR_SKILLS,EMOM,false,"5 x E2M
1 - 6 Bar muscle-ups/Progression work

Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

Use a jumping variation from a box on the B mups or work from the hang progressively higher and higher. A combination of both of them can also be used or a band variation.",10.0,2022-07-01 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
35,,YELLOW,STRENGTH_OR_SKILLS,EMOM,false,"4 x E2M
10 - 8 - 6 - 4 Deadlifts

15 min AMRAP
20/16 cal Row
15 Situps
10 Push press 45/30 kg or 60% of 1 RM

Touch and go Dls starting from 70% of 1 RM",8.0,2022-06-23 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
69,,RED,WOD,AMRAP,false,"12 min AMRAP ascending ladder
2 Wallballs 9/6 kg 3/2,7 m
2 x 5 m Shuttle run
4 Wallballs
4 x 5 m Shuttle run 
6 Wallballs
6 x 5 m Shuttle run
8 Wall balls
8 x 5 m and so on...

Draw a line right behind 1,5 m from the wall and the next line another 5 m back. Touch the hand on the floor on each shuttle run.",12.0,2022-07-22 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
26,,YELLOW,STRENGTH_OR_SKILLS,,false,"4 x E3M
3 - 5 Deadlifts with a new set up on each rep starting at 75% of 1RM
4 - 6 Ring dip/Bar dip with 4s eccentric

Tight set up on every rep on the Dls and stable shoulder on the Dips.",12.0,2022-06-06 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
24,,YELLOW,STRENGTH_OR_SKILLS,,false,"4 x E3M
4 - 6 DB Z press 4s eccentric
8 - 10 Supinated barbell rows 2s eccentric

Straight legs and feet together on the DB Z press. On the supinated barbell rows keep the back as horizontal as possible and tight shoulders.",,2022-06-01 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
67,,GREEN,ENDURANCE,,false,"A. 10 + 10 One arm KB swings 16/12 kg
10 Pushups/Knee pushups
10 KB backward lunges
5 + 5 One arm KB push press

B. 20 min AMRAP
20 KB lagom swings american 16/12 kg
5 Burpee Box step ups 60/50 cm
20 Situps
5 Box step overs with KB in frontrack 60/50 cm

Two endurance amraps which could potentially be pretty hard if you go all out. This means probably go somewhat moderate to slow in your pace if you want to keep it in the aerobic zone.",42.0,2022-07-20 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
58,,RED,WOD,AMRAP,false,"3 x 4 min AMRAP 
1 Power clean
1 Lateral Burpee
1 Pullup
2 Power cleans
2 Lateral burpees
2 Pullups
3 Power clean
3 Lateral burpees
4 Power clean
and so on...
3 min rest between each set

Threes sets of very intense work. Try to stay somewhat even when it comes to the number of reps each set and finish strong on the last one.",18.0,2022-07-13 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
61,,,STRENGTH,,true,"Activation/""strength"" and mobility posteror chain/hamstrings
20 frog pumps
20-30 s hamstring walk in/out
5 hip rolls/leg
x3
",,2022-07-15 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
1476,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 4 x E3,5M
3 Zombie paus squats 33x1
5 Harop curls or Leg curls on the rower with 4s eccentric

B. 5 rounds for time:
5 Thrusters 60/40 kg or 60% of 1RM
10 Power clean 
15 Handrelease pushups
Time cap 15 min

A. Use wedges under the heels or oly shoes on the Zombie squats to enable a upright sound position. A good depth is important on these ones. 

B. The thrusters should be challenging today and try to go heavier then usually if the technique feels good. 
Singels or small sets on the PC and probably break up the HR pushups from the start. ",,2022-06-07 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
66,,,WOD,FOR_TIME,true,"for time
10-9-8-7-6-5-4-3-2-1 Burpees with strict pushup
1-2-3-4-5-6-7-8-9-10 Pull-ups",,2022-07-18 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
47,,YELLOW,WOD,FOR_TIME,true,"for time:
10-1
Lateral jump over KB/backpack
KB/Backpack swing
V-ups",,2022-07-04 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
64,,RED,WOD,FOR_TIME,false,"5 rounds for time;
5 Deadlifts 100/70 kg or 60% of 1RM
5 Barfacing burpees/7 Lateral burpees
Time cap 5 min

A. Optional to do touch and go rep or a new set-up on each rep.

B. Optional to start each set with a power clean or from the squat rack. 

C. Short and intense met-con with a lot of core work. Push hard from the stay.",40.0,2022-07-18 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.158
1465,,YELLOW,UNCLASSIFIED,,false,"Yellow - Intermediate

A. 4 x E3M
3 - 5 Sumo deadlift new set up on each rep
5 - 7 Ring pushups with 3 s eccentric

B. TEAM 
20 min AMRAP
60 Kettlebell swings american 24/16 kg (divide anyhow)
30 Situps synchronized
60 Squat jumps/Squats (divide anyhow)
30 DB Push jerk or Push press 22,5/15 kg (divide anyhow)

A. Tight core and make sure to anchor the hips before every rep. On the ring pushups make sure to keep the shoulders tight together with the core. 

B. Team workout with four different movements. Make sure to communicate all the way through and if one of you feels stronger he/she takes a bigger chunk. ",,2022-05-13 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1472,,,UNCLASSIFIED,,false,"TEAM

A. One attempt each for as many reps as possible in unbroken sets
1. Back squat @ 1,0/0,8 x Bodyweight
2. Deadlift @ 1,5/1,2 x Bodyweight
3. Press @ 0,6/0,4 x Bodyweight
The team with the most amount of reps is the winners :-)

B. 15 min AMRAP 
15/12 cal Row each. One person working
10 Lateral burpees over rower each. One person working
20 Situps synchronized

A. Safety first and make sure to move all the way through. No pause when the set has started.

B. Fast transitions is the key.

STRENGTH
A. 4 x E3M
3 - 5 Back squats 
directly into
8 - 10 m Heavy sled drag
B. 4 x E3M
5 Push press with 1s hold on the tops
directly into
3 Broad jumps with controlled landings
C. 4 x E3M
4 - 6 Bench press with 3s eccentric
directly into
3 - 6 Pushups with clap/Fast pushups
",,2022-05-29 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1477,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

35 x OTM
8 - 14 Boxjump over 60/50 cm
40 - 50s Farmers carry KB or DB
10 - 20 m Walking lunges
10 - 20 m Bear crawl
10 - 15 Barbell rows 25 - 60 kg

Seven rounds of five different movements. Can you keep it in the green zone and somewhat more aerobic than anaerobic?",,2022-06-04 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1482,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

A. 16 min AMRAP
8 KB backward lunges 24/16 kg
4 L + 4 R One arm DB push press 22,5/15 kg
8 Toes to bar/8 Knee raises
8 DB box step overs 22,5/15 kg 60/50 cm

B. 16 min AMRAP
8 Kettlebell swing american 24/16kg
8 Pushups
8 Situps
8 DB step ups 22,5/15 kg 60/50 cm	

Endurance amraps with a pretty low umber of reps on every movement. Still, because it´s a endurance met-con, keep the pace moderate to low to stay in a more aerobic than anaerobic/lactic zone. Rest for 1 min btw A. and B. 

INTENSE MOBILITY
3 rounds of
50s L + 50s R One leg squat complex
50s Arch to hollow on the bar
3 rounds of
50s Horse stance complex
50s Wallfacing handstand toe pulls/Shrugs
3 rounds of
25s L + 25s R Side plank raises
50s Bridge wall walks
3 rounds of
50s FHL calf raises
50s Reverse Nordics
25s L + 25s R Prone Hip CAR´s

",,2022-06-13 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1488,,YELLOW,UNCLASSIFIED,,false,"Yellow - Intermediate

A. 4 x E3M 
3 Front squats with 3s eccentric 3s hold
and
5 L + 5 R One leg KB deadlifts

B. 4 rounds for time:
500/450 m Row
25 Thrusters/Front squat 30/20 kg
15 Burpees over rower 
Time cap 20 min

A. Make sure to stay upright on the FS and maybe use a wedge below the heels for that. 

B. Long intermediate met-con with light thrusters. Pace every movement from the start",,2022-06-18 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
16,,RED,STRENGTH_OR_SKILLS,,false,"A. 5 x E2,5M
5 Back squats starting at 70% of 1 RM
3 High boxjumps

A. Brace hard on the BS and make sure to purposely jump high every rep.",12.5,2022-05-23 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.156
50,,GREEN,ENDURANCE,,false,"42 x OTM
1 + 1 Turkish get up 24/16 kg or Individual weight
4 - 6 Burpee High boxjump over 75/60 cm or individual height
12 - 16 Gorilla rows with KBs
45s 2xKB Front rack carry
1 - 3 Wall walks
4 - 5 + 4 - 5 Skater squats for quality and control
20-25s L + 20-25s R KB or DB farmers carry

Strength-endurance with seven different movements. Maybe go light today if your body feels sore or if your doing more Solid met-cons this week.",42.0,2022-07-07 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-10 22:02:30.157
77,,GREEN,ENDURANCE,,false,"A. 20 min AMRAP
40 Squats
2L + 2R Turkish get ups 16/12 kg
30 Situps
4 - 2 Wall walks/4 Walk out to pushup
100 Single unders

B. 20 min AMRAP
30 Walking lunges any direction
15 Pushups
30 Kettlebell swings lagom 24/16 kg
15 Toes to bar/20 Knee raises
100 Single unders

Rest for 1 minute btw A. and B.

Aerobic pace means that you will have to break up the movments in small sets. ",41.0,2022-08-08 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-14 20:43:57.682
1469,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

2 rounds of (41 min)
6 min AMRAP
400/350 m Row
4 - 8 No pushup Burpee with Box step ups 60/50 cm
8 - 16 Squats
1 min rest
6 min AMRAP
400/350 m Row
8 - 16 Situps
1 - 3 Wall walks
1 min rest
6 min AMRAP
400/350 m Row
10 - 18 Lunges alternating leg forward and back 
5 - 12 Handrelease pushups
1 min Rest

Pace it from the start to stay in the aerobic zone. Target is two rounds on each amrap while maintaining a aerobic pace. 

INTENSE MOBILITY
2 rounds of
15s L + 15s R Skater holds 
15s L + 15s R Pistol holds
15s L +  15s R Lateral Pistol holds
15s L + 15s R Contralateral Pistol holds
3 rounds of
50s Wallfacing toe pulls/Shrugs
50s Weighted pancakes
3 rounds of
15 - 25s One arm hang/50s Two
50s Weighted pikes with shoulder extensions
3 rounds of
50s Front body line pulses/Hold
25s L + 25s R Prone Hip CAR´s
2 rounds of
50s Bridge reach
25s L + 25s R Standing Hip circles",,2022-05-16 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1475,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 5 x E2,5M
5 Back squats starting at 70% of 1RM
directly into 
3 High boxjumps

B. 4 min AMRAP
Clusters 60/40 kg or 70% of 1 RM/ Power clean and jerk
1 min Rest
4 min AMRAP
Burpee CTB/Pullups/Jumping pullups
1 min Rest
4 min AMRAP Lunge Wallballs 9/6kg 3/2,7m 

A. Go heavy today if the technique feels good. Safety first thou. On the Bjs make an effort to jump as high as possible on every rep. 

B. Short but intense amraps with big movements. Find your own pace and finish strong on every movement.",,2022-06-11 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1479,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

36 x OTM
10 - 20 Split jumps/Backward lunges
10 - 20 Abmat Situps
1 - 3 Wall walks/2 - 4 Walk out to pushup
4 - 6 Broad jumps 1 - 2 m
1 - 3 Rope climbs/Floor variation 
4 - 8 L + 4 - 8 R Russian step ups 

On the minute gymnastic endurance with some explosiv leg work. Quality reps all the way through. 

OLY
A. EMOM x 5
5 Hang power snatch (only barebell) 
In 12 min. 
B. 2 Hang power snatch, todays heaviest.
In 12 min. 
C. 1 Squat snatch, 1 OHS, todays heaviest
EMOM x 5
4 Snatch pulls - light weight

GYMNASTICS
A. 5 rounds of: 
4-8 Handstand Wall Scissors
4-8 Negative RMU
1 min Double Under practice

B. WOD: 4 rounds:
12 Handstand plate walk
12 Toes to kettlebell 
20-40 sec High Hang
",,2022-06-09 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1490,,YELLOW,UNCLASSIFIED,,false,"Yellow - Intermediate

A. 4 x E2M
10 - 8 - 6 - 4 Deadlifts

B. 4 x E2M
10 - 8 - 6 - 4 Ring pushups

B. 15 min AMRAP
20/16 cal Row
15 Situps
10 Push press 45/30 kg or 60% of 1 RM

A. Touch and go Dls starting from 70% of 1 RM

B. Strict Ring push ups with increased load every round.

C. The sit-ups will bring the heartrate down on most of us so probably push a little bit harder then normally on the row and Push press. 

GYMNASTICS
A. 8min 
4-5 Rope climbs/ legless or practice

B. 3 rounds
5-7 Saw in rings
10-20m Sandbag walk
6-8 Ring dips 
3-6 Strict HSPU 

C. 4 rounds - 30 sec ON/ 15sec OFF
Plank diagonal lifts
Lying Windshield wipers

OLY
5xEMOM
3 Power clean and jerk
5xE2M
1 power clean
2 front squat
1 jerk
5xE3M
4 Front squat 80%
5xE2M
2 Front squat 90%
",,2022-06-23 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1474,,YELLOW,UNCLASSIFIED,,false,"Yellow - Intermediate

A. 5 x E2M
1 - 5 Hang power snatch
Build up weight starting at 60% of 1 RM

B. 50 - 40 - 30 - 20 - 10 reps for time:
Walking lunges forward and in any direction
Sit-ups (with abmat is optional)
Dumbell deadlifts 2 x 22,5/15 kg
Push press 30/20 kg or 40% of 1 RM
Time cap 24 min

A. Explosive hang power snatches with focus on control and technique. Increase the weight and decrease the reps every set if your technique is on point.

B. Long high rep intermediate met-con with four different movement patterns. Don´t rush from the start and make sure to move well all the way through. ",,2022-05-21 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.584
1480,,BLACK,UNCLASSIFIED,,false,"Black - Intense skill

A. 12 min 4 - 5 x 
1 - 5 Strict Ring muscle-ups/Progression work
or 
Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

B. AMRAP 3 rounds of
1 minute Chest to bar Pullups/Pullups
1 minute Power snatch 45/30 kg or 60% of 1 RM
1 minute Burpee boxjumps 60/50 cm
1 minute DB power clean 2 x 22,5/15 kg
2 minute rest 

Scaled variation
AMRAP 3 rounds of
1 minute Band pullups/Ring rows
1 minute Power snatch 30/20 kg
1 minute Burpee box step ups 
1 minute DB power clean 2 x 15/10 kg
2 minute rest

A. If you still haven´t got the strict muscle-up practice the strength and technique on that. A good alternative is also to work on the strict strength requirements for the movement. 

B. Long and intense met-con with big movements. Probably pace a bit from the start to stay somewhat even when it comes to the amount of reps your doing. ""	

GYMNASTICS
A. 8 min HS walk practice/Progression work

B. E 90 sec x 12
5+5 KB Windmills 
1-3 Skin the Cat
Max Handstand Tuck hold - WF
10-20 Single Leg Toes To Bar

C. Tabata Barbell rolls
Forward
Backwards 

OLY
A. 5 x EMOM
3 Power Snatch
3 OHS
B. 5xE2M
1 High hang power snatch
1 Hang power snatch
1 Squat snatch
C. 5xE2M
1-3 Hang snatch
D. 5xE2M
5 Snatch Deadlift

",,2022-06-16 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1486,,GREEN,UNCLASSIFIED,,false,"Green - Endurance

35 x OTM (7 rounds)
1 - 3 Rope climbs
10 - 24 Split jumps/Backward lunges
15 - 30s Ring support or 25 - 50s Front leaning rest (rings)
8 - 12 L + 8 - 12 R One arm russian KB swings
5 - 7 L + 5 - 7 R KB bottom up press/Regular KB press

Endurance gymnastics with a lot of upper body. Pace according to how ""fresh"" you feel and according to how many WODs you have done or will do this week. 

INTENSE MOBILITY
3 rounds of
50s Back body line hold
50s L + 50s R Dynamic pigeon
3 rounds of
25s L + 25s R One leg circles standing
50s Wall heel pulls
3 rounds of
15s L + 15s R Dragon pistol holds
50s Side to side hold on the bar
2 rounds of
50s Sissy squats
50s Elephant walk
2 rounds of
25s L + 25s R Single leg table top lifts
50s Weighted shoulder complex
25s L + 25s R Cozzack squats",,2022-06-22 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1481,,RED,UNCLASSIFIED,,false,"Red - Intense

A. 5 x E2M
3 Deadlifts + 2 Hang power clean + 1 Jerk
Build up weight from 60% of 1 RM

B. ""Grettel""
10 rounds for time of:
3 Power clean and jerks 60/42,5 kg or 60% of 1 RM
3 Barfacing/Lateral burpees over bar
Time cap 12 min

A. Touch and go deadlifts and an unbroken flow on the whole complex. 

B. Very intense benchmark with a spicy combination. Only resort to singles on the PC and Jerk if you need to.",,2022-06-15 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
1493,,,UNCLASSIFIED,,false,"TEAM

A. STHLM 15 min Technique/Strength practice with the Worm
Deadlifts, Clean and Push press over the head (4 - 6 pers)

A. Nyköping 5 x E3M
1 round of Dumbell D.T. each
12 DB deadlifts - 9 DB hang power clean - 6 Shoulder to overhead anyhow
Choose a dumbell weight that is somewhat challenging and maybe increase the weight gradually.

B. TEAM ""Kelly-ish""
5 rounds for time
400 m Run or Row
30 Boxjumps 60/50 cm
30 Kettlebell swings american 32/24 kg
Time cap 22 min

C. Partner stretch
2 rounds of
30s Each of hanging from the bar while your partner is pushing you forward in the upper back creating a stretch for the shoulders, chest and upper back arch-extension. 
90s Pancake straddle stretch pulling each other forward hooking the the hands/lower arm 45s each creating a stretch for the adductors, medial hamstrings and lower back. 

A. STHLM Communication on when to lift is everything when it comes to using the Worm. Start with getting the Dl going and the move over to Power clean and Push press over the head to the other shoulder. If there is time maybe also try walking lunges. 
NYKÖPING Unbroken sets on every complex and if the technique is sound increase the weights if possible.

B. Intense ""short"" Team met-con with heavy KB swings. Small sets and effective quick changes. 

C. Breath and relax into the stretch and communicate with your partner. Push on the scaps and it´s ok to have a pretty good pressure. On the Pancake stretch make sure the feet are in a good position that enables a nice feeling and stability. Be gentle on the pull and listen to your friend. 

STRENGTH
A. 4 x E3M
5 Snatch deadlift. New set up on each rep
6 Alternating DB Arnold Z press 4s eccentric
B. 4 x E3M
5 + 5 One arm DB overhead walking lunges
7 + 7 One leg 2 x DB deadlifts
C. 3 x E3M
10 - 15 Back extensions in the GHD
10 - 20s L-sit hold parallettes
10 - 20s + 10 - 20s Starplank hold",,2022-07-02 00:00:00.000,cl6jsjxy00006uyo8h2v8fr2e,2022-08-20 15:02:14.585
