"id","name","difficulty","elementType","isDoableAtHome","description","totalTime","createdAt","updatedAt","creatorId","workoutType"
27,NULL,YELLOW,WOD,false,"16 min AMRAP
40 Double unders/Single unders 2 for 1
10 Deadlifts 100/70 kg or 50% of 1 RM
8 Boxjump over 60/50 cm
6 Burpee boxjump
Rest 30s

Four different movements but a lot of legs on everyone. Probably pace it more then you might think from the start.",16.0,2022-06-06 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,AMRAP
40,NULL,YELLOW,WOD,false,"20MN AMRAP 

 10 Deadlift 80/60 Kg 
 10 Hand release push ups 
 10 Kettlebell alternating backward lunges 24/16 Kg 
 10 Boxjumps 60/50 cm",20.0,2022-06-29 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,AMRAP
1579,"",BLACK,WOD,false,"10 Deadlifts 80/50 kg or 50 - 60% of 1 RM
6 DB push press 2 x 22,5/15 kg or individual weights
2 Wall walks

Scaled variation
10 Deadlifts 60/35 kg
5 DB push press 2 x 15/10 kg
2 Walk out to pushup

Shoulder intense met-con where you probably will have to pace a lot from the start. Probably break up all movements from the start. ",10.0,2022-08-26 08:17:53.659,2022-08-26 08:17:53.659,cl6jsjxy00006uyo8h2v8fr2e,AMRAP
60,NULL,GREEN,ENDURANCE,false,"600 m Row, Ski or Run
8 Top to floor Turkish get ups alternating side 16/12 kg
32 Situps
4 Wall walks or 4 Walk outs to pushup
16 DB Box step overs 60/50 cm 22,5/15 kg carry anyhow

Aerobic pace from the start and break up all the movements besides the monostructural work.",40.0,2022-07-15 00:00:00.000,2022-08-10 22:02:30.158,cl6jsjxy00006uyo8h2v8fr2e,NULL
62,NULL,NULL,STRENGTH_OR_SKILLS,true,"5 rounds of:
Core and Carry
10 m Duck walk (arms extended overhead if possible)
10 sit ups
10 m OH carry R
10 tuck - ups (touch the toes)
10 m OH -carry L
10 Elbow to knee aka Bicycle crunches
10 m Zercher carry
Find something pretty heavy",NULL,2022-07-15 00:00:00.000,2022-08-10 22:02:30.158,cl6jsjxy00006uyo8h2v8fr2e,NULL
44,NULL,YELLOW,STRENGTH_OR_SKILLS,false,"6 x E2M
3 Deadlift + 2 Low hang power clean + 1 Front squat
Build up the weight gradually focusing on the technique

Start the hang power clean below the knees. Maybe go heavy if the technique feels good.",12.0,2022-07-04 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,EMOM
1775,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

36 x OTM
6 - 15 cal Row/Bike or Ski
15 - 30s Top ring support hold/Front leaning rest
4 - 6 L + 4 - 6 R Pistols for quality
10 - 25s L+ 10 - 25s R Star plank/Side plank hold
8 - 12 Barbell row with a supinated grip
20 - 25s L + 20 - 25s R One arm Overhead KB carry

Long endurance work with a good overall load. Make sure to stay in a more comfortable zone if this is your third workout this week or if your shooting a couple of more sessions. 	

GYMNASTICS
A. EMOM 16
2-4 Skin the cat in Bar
6-12 Hips to rings
8-12 Weighted Tuck 2 Hollow -lying down
8-12 Banded Pull Apart

B. For Time: 
21-15-9 
Toes to Bar
Burpee to target

OLY
A. EMOM x 5 
3 Muscle clean, 3 press (empty barebell)
B. E2M x 5 
2 Power Clean, 2 push jerk 80+%
C. E2M x 5 
5-4-3-2-1 Clean pull 90+%
D. E2M x 5 
5 push press 75%

",NULL,2022-05-12 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1779,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3,5M
6 + 6 DB Bulgarian split squats 3s eccentric
4 - 6 Harop curls or Leg curl on the rower

B. ""D.T""
5 rounds for time:
12 Deadlifts 70/47,5 kg 
9 Hang power cleans 
6 Push jerks
Time cap 15 min
Estimate weight from 70% of 1 RM Push jerk

A. Use DBs on the BSS and strive for hitting the front leg/glute as much as possible. Keep the tempo on both movements. Maybe stay of max effort to save some energy for ""D.T""...

B. Classic ""Hero"" benchmark with a lot grit practice. Make sure to choose weights according to capacity and make sure to hit the correct tempo from the start. For most of us the Hang power cleans is the toughest movement, so maybe break them up from the start. This one will be nasty!",NULL,2022-05-14 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1783,NULL,NULL,UNCLASSIFIED,false,"TEAM

A. One attempt each for as many reps as possible in unbroken sets
1. Back squat @ 1,0/0,8 x Bodyweight
2. Deadlift @ 1,5/1,2 x Bodyweight
3. Press @ 0,6/0,4 x Bodyweight
The team with the most amount of reps is the winners :-)

B. 15 min AMRAP 
15/12 cal Row each. One person working
10 Lateral burpees over rower each. One person working
20 Situps synchronized

A. Safety first and make sure to move all the way through. No pause when the set has started.

B. Fast transitions is the key.

STRENGTH
A. 4 x E3M
3 - 5 Back squats 
directly into
8 - 10 m Heavy sled drag
B. 4 x E3M
5 Push press with 1s hold on the tops
directly into
3 Broad jumps with controlled landings
C. 4 x E3M
4 - 6 Bench press with 3s eccentric
directly into
3 - 6 Pushups with clap/Fast pushups
",NULL,2022-05-29 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1785,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

A. 15 min AMRAP
150 Singel unders
20 Box step ups 60/50 cm (alternating leg)
25 Deadlifts 60/40 kg or 40% of 1RM

B. 15 min AMRAP
15 Kettlebell swing lagom 24/16 kg
20 Situps
25 Backward lunges

Two somewhat light aerobic met-cons but probably break up the DL´s on the second one. The pace on the Single unders is also very individual. Rest 1 minute btw A. and B.",NULL,2022-05-31 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1791,NULL,NULL,UNCLASSIFIED,false,"TEAM

A. 15 min AMRAP
2 L + 2 R Turkish get up 16/12 kg (synchronized)
20 Double KB russian swing 2x16/12 kg (divide anyhow)
30 Frontrack KB squat 2x16/12 kg (divide anyhow)

B. 15 min AMRAP
10 L + 10 R One arm KB snatch 16/12 kg (synchronized)
20 Handrelease pushups (divide anyhow)
30 KB backward lunges 16/12 kg (divide anyhow)

Two intense KB met-cons. Probably break up the non-synchronized movements evenly from the start and after a while be prepared to change the game plan if one of you is a bit stronger than the other. Rest 3 min btw A. and B.		

STRENGTH
A. 4 x E3M
3 - 5 Front squats starting at 75% of 1 RM
directly into 3 jumps in the stairs 3, 4 or 5 steps. Walk down btw the jumps. 
B. 4 x E3M
10 m Heavy sledpush 
directly into
15s of Split jumps high
15s of fast Burpees
C. 4 x E3M
5 Narrow grip bench press
directly into 
20 m Heavy sandbag or heavy atlasball carry",NULL,2022-06-05 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1799,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 5 x E2,5M
1 - 6 Bar muscle-ups/Progression work

Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

B. 12 min AMRAP
9 Pullups
6 Overhead backward lunges 60/40 kg
3 Strict Handstand pushups

Scaled variation
12 min AMRAP
9 Band pullups/Ring row
6 Frontrack backward lunges 40/25 kg
3 Pike pushups

C. 2 x 
3 Spinal roll forward with squat and a bridge reach
5 Pass throughs with a stick

A. Use a jumping variation from a box on the B mups or work from the hang progessively higher and higher. A combination of both of them can also be used or a band variation.

B. Shoulder intense met-con with strict Hspu. This might requiere a lot of pacing from the start.

C. Make sure to roll down every vertabra and when leaning back squeeze the glutes first. On the pass throughs keep the arms straight and don´t push to hard.

INTENSE MOBILITY
3 rounds of
25s L  + 25s R One arm handstand practice/Progressions
50s Straddle ups
3 rounds of
25s L + 25s R One leg Descent pushups
50s L + 50s R Knees over toes split squats
3 rounds of
50s L + 50s R 4-position lifts
20 - 50s Crane/Spider pose
3 rounds of
50s Pass throughs weighted
50s Bridge circles
25s L + 25s R One leg circles

",NULL,2022-06-08 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1804,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3M
5 - 3 - 2 - 1 Back squat
5 Harop or Row hamstring curls 4s eccentric

B. 4 (5) rounds for time
8 Power clean 60/45 kg or 60% of 1 RM
8 Front squats
8 Single arm Devils press 22,5/15 kg
Time cap 12 min

A. Start the BS from 80% of 1 RM and increase the weight with 2,5 - 5 kg every set.  

B. Intense for time met-con where the main thing is to keep the FS unbroken. If your done before 9 minute optional is to do one extra round.",NULL,2022-06-30 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1812,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

40 min 
600 m Row, Ski or Run
8 Top to floor Turkish get ups alternating side 16/12 kg
32 Situps
4 Wall walks or 4 Walk outs to pushup
16 DB Box step overs 60/50 cm 22,5/15 kg carry anyhow

Aerobic pace from the start and break up all the movements besides the monostructural work. 	

Solid at Home
A. Activation/""strength"" and mobility posteror chain/hamstrings
20 frog pumps
20-30 s hamstring walk in/out
5 hip rolls/leg
x3

B. 5 rounds of:
Core and Carry
10 m Duck walk (arms extended overhead if possible)
10 sit ups
10 m OH carry R
10 tuck - ups (touch the toes)
10 m OH -carry L
10 Elbow to knee aka Bicycle crunches
10 m Zercher carry
Find something pretty heavy",NULL,2022-07-15 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
72,NULL,BLACK,STRENGTH_OR_SKILLS,false,"5 x E3,5M
2 - 6 Deficit handstand pushups/Mat/Abmat
1 - 2 L + 1 - 2 R Turkish get up with KB or DB 

Scaled variation
3 - 6 Pike pushups with tempo 3s down
1 - 2 + 1 - 2 Turkish get up KB or DB

Build to a to a harder HSPU on each set using plates or less abmats. On the TGUs also build up using heavier and heavier weights.",18.0,2022-08-03 00:00:00.000,2022-08-10 22:02:30.158,cl6jsjxy00006uyo8h2v8fr2e,NULL
1777,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

2 rounds of (41 min)
6 min AMRAP
400/350 m Row
4 - 8 No pushup Burpee with Box step ups 60/50 cm
8 - 16 Squats
1 min rest
6 min AMRAP
400/350 m Row
8 - 16 Situps
1 - 3 Wall walks
1 min rest
6 min AMRAP
400/350 m Row
10 - 18 Lunges alternating leg forward and back 
5 - 12 Handrelease pushups
1 min Rest

Pace it from the start to stay in the aerobic zone. Target is two rounds on each amrap while maintaining a aerobic pace. 

INTENSE MOBILITY
2 rounds of
15s L + 15s R Skater holds 
15s L + 15s R Pistol holds
15s L +  15s R Lateral Pistol holds
15s L + 15s R Contralateral Pistol holds
3 rounds of
50s Wallfacing toe pulls/Shrugs
50s Weighted pancakes
3 rounds of
15 - 25s One arm hang/50s Two
50s Weighted pikes with shoulder extensions
3 rounds of
50s Front body line pulses/Hold
25s L + 25s R Prone Hip CAR´s
2 rounds of
50s Bridge reach
25s L + 25s R Standing Hip circles",NULL,2022-05-16 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
33,NULL,BLACK,STRENGTH_OR_SKILLS,false,"6 x E90s
1 Snatch pull + 1 Power snatch + 1 Squat snatch
Build up weight from 60% of 1 RM or Technique work 

 On the Sn pull make sure to keep the barbell close to the body, on the Power snatch make sure move the feet fast and on the Sq snatch aim for a controlled squat/receiving position on every rep. ",9.0,2022-06-21 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,NULL
41,Death by... burpees,RED,WOD,false,"EMOM For as Long as Possible

1 Burpee in the first minute
2 Burpee in the second minute3 Burpee in the third minute
etc...",NULL,2022-06-30 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,EMOM
1782,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 5 x E2M
1 - 5 Hang power snatch
Build up weight starting at 60% of 1 RM

B. 50 - 40 - 30 - 20 - 10 reps for time:
Walking lunges forward and in any direction
Sit-ups (with abmat is optional)
Dumbell deadlifts 2 x 22,5/15 kg
Push press 30/20 kg or 40% of 1 RM
Time cap 24 min

A. Explosive hang power snatches with focus on control and technique. Increase the weight and decrease the reps every set if your technique is on point.

B. Long high rep intermediate met-con with four different movement patterns. Don´t rush from the start and make sure to move well all the way through. ",NULL,2022-05-21 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1788,NULL,NULL,UNCLASSIFIED,false,"TEAM ""Murph""

For time:
1600 m Run or Row
100 Pullups/Jumping pullups/Ring row
200 Pushups/Knee pushups
300 Squats/Partial squats
1600 m Run or Row
Time cap 40 min	

In a two person team divide the run/row meters and the reps anyhow. Suggestion might be 4 x 400 m Run/Row, 10 rounds of 10 Pullups, 20 Pushups, 30 Squats and 4 x 400 Row etc. The workout starts and finishes on the same cardio movement. 

INTENSE MOBILITY
2 rounds of
50s Hollow complex
50 L + 50 R Dynamic pigeons
3 rounds of
50s Handstand floaters
50s Horse stance pulses + hold
3 rounds of
50s Arch to hollow on the bar
15s L + 15s R Contralateral squat holds
3 rounds of
50s FHL Calf raises
50s Windshield wipers
3 rounds of
30s Bridge pushups
75s Jefferson curls
",NULL,2022-05-30 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1792,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 4 x E3,5M
3 - 20 m Handstand walk/Progression work
1 - 3 Rope climbs/Floor rope get ups
Scaled variation
10 - 30 Shoulder taps wallfacing/Box shoulder taps
6 - 10 Ring rows with 3s eccentric

B. 12 min AMRAP
5/3 Wall walks
7 Power snatch 60/40 kg or 70% of 1 RM
9 Burpee chest to bar pullups/Burpee pullup
Scaled variation
5 Walk out to pushup
7 Power snatch 40/25 kg
9 Burpee with a jumping pullup

A. On the HS walk make sure to extend the shoulders long before starting to walk. Shoulder taps is a good option to walking to build up strength. On the RC´s don´t stress. It´s more about using the legs by  having a good leg/feet lock.

B. High skill scalable met-con with a lot of upper body work. Scale the movements if necessary but still keep the movements somewhat challenging. ",NULL,2022-06-03 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1800,NULL,GREEN,UNCLASSIFIED,false,"Green - Endurance

A. 16 min AMRAP
8 KB backward lunges 24/16 kg
4 L + 4 R One arm DB push press 22,5/15 kg
8 Toes to bar/8 Knee raises
8 DB box step overs 22,5/15 kg 60/50 cm

B. 16 min AMRAP
8 Kettlebell swing american 24/16kg
8 Pushups
8 Situps
8 DB step ups 22,5/15 kg 60/50 cm	

Endurance amraps with a pretty low umber of reps on every movement. Still, because it´s a endurance met-con, keep the pace moderate to low to stay in a more aerobic than anaerobic/lactic zone. Rest for 1 min btw A. and B. 

INTENSE MOBILITY
3 rounds of
50s L + 50s R One leg squat complex
50s Arch to hollow on the bar
3 rounds of
50s Horse stance complex
50s Wallfacing handstand toe pulls/Shrugs
3 rounds of
25s L + 25s R Side plank raises
50s Bridge wall walks
3 rounds of
50s FHL calf raises
50s Reverse Nordics
25s L + 25s R Prone Hip CAR´s

",NULL,2022-06-13 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1807,NULL,NULL,UNCLASSIFIED,false,"TEAM

A. STHLM 15 min Technique/Strength practice with the Worm
Deadlifts, Clean and Push press over the head (4 - 6 pers)

A. Nyköping 5 x E3M
1 round of Dumbell D.T. each
12 DB deadlifts - 9 DB hang power clean - 6 Shoulder to overhead anyhow
Choose a dumbell weight that is somewhat challenging and maybe increase the weight gradually.

B. TEAM ""Kelly-ish""
5 rounds for time
400 m Run or Row
30 Boxjumps 60/50 cm
30 Kettlebell swings american 32/24 kg
Time cap 22 min

C. Partner stretch
2 rounds of
30s Each of hanging from the bar while your partner is pushing you forward in the upper back creating a stretch for the shoulders, chest and upper back arch-extension. 
90s Pancake straddle stretch pulling each other forward hooking the the hands/lower arm 45s each creating a stretch for the adductors, medial hamstrings and lower back. 

A. STHLM Communication on when to lift is everything when it comes to using the Worm. Start with getting the Dl going and the move over to Power clean and Push press over the head to the other shoulder. If there is time maybe also try walking lunges. 
NYKÖPING Unbroken sets on every complex and if the technique is sound increase the weights if possible.

B. Intense ""short"" Team met-con with heavy KB swings. Small sets and effective quick changes. 

C. Breath and relax into the stretch and communicate with your partner. Push on the scaps and it´s ok to have a pretty good pressure. On the Pancake stretch make sure the feet are in a good position that enables a nice feeling and stability. Be gentle on the pull and listen to your friend. 

STRENGTH
A. 4 x E3M
5 Snatch deadlift. New set up on each rep
6 Alternating DB Arnold Z press 4s eccentric
B. 4 x E3M
5 + 5 One arm DB overhead walking lunges
7 + 7 One leg 2 x DB deadlifts
C. 3 x E3M
10 - 15 Back extensions in the GHD
10 - 20s L-sit hold parallettes
10 - 20s + 10 - 20s Starplank hold",NULL,2022-07-02 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1780,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E3M
3 - 5 Sumo deadlift new set up on each rep
5 - 7 Ring pushups with 3 s eccentric

B. TEAM 
20 min AMRAP
60 Kettlebell swings american 24/16 kg (divide anyhow)
30 Situps synchronized
60 Squat jumps/Squats (divide anyhow)
30 DB Push jerk or Push press 22,5/15 kg (divide anyhow)

A. Tight core and make sure to anchor the hips before every rep. On the ring pushups make sure to keep the shoulders tight together with the core. 

B. Team workout with four different movements. Make sure to communicate all the way through and if one of you feels stronger he/she takes a bigger chunk. ",NULL,2022-05-13 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
57,NULL,RED,STRENGTH,false,"6 x E2M
1 - 5 Power clean and jerk
Build from 60% of 1RM. Touch and go reps with best possible technique.",12.0,2022-07-13 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,NULL
1787,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 5 x E2M
4 - 1 rep Hang power clean and jerk

B. ""Karen""
For time:
150 Wallballs 9/6 kg 3/2,7 m
Time cap 12 min""	""A. Start at 70% and build the weight from there. Focus on the extension and powerful hip extension on both movements. 

B. Classic benchmark with very high intensity. Be smart from the start so you don´t make to big sets. Excpect some leg soreness tomorrow... ",NULL,2022-05-27 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
1790,NULL,RED,UNCLASSIFIED,false,"Red - Intense

A. 4 x E3,5M
3 Zombie paus squats 33x1
5 Harop curls or Leg curls on the rower with 4s eccentric

B. 5 rounds for time:
5 Thrusters 60/40 kg or 60% of 1RM
10 Power clean 
15 Handrelease pushups
Time cap 15 min

A. Use wedges under the heels or oly shoes on the Zombie squats to enable a upright sound position. A good depth is important on these ones. 

B. The thrusters should be challenging today and try to go heavier then usually if the technique feels good. 
Singels or small sets on the PC and probably break up the HR pushups from the start. ",NULL,2022-06-07 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1796,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E3M 
3 Front squats with 3s eccentric 3s hold
and
5 L + 5 R One leg KB deadlifts

B. 4 rounds for time:
500/450 m Row
25 Thrusters/Front squat 30/20 kg
15 Burpees over rower 
Time cap 20 min

A. Make sure to stay upright on the FS and maybe use a wedge below the heels for that. 

B. Long intermediate met-con with light thrusters. Pace every movement from the start",NULL,2022-06-18 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1803,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E2M
10 - 8 - 6 - 4 Deadlifts

B. 4 x E2M
10 - 8 - 6 - 4 Ring pushups

B. 15 min AMRAP
20/16 cal Row
15 Situps
10 Push press 45/30 kg or 60% of 1 RM

A. Touch and go Dls starting from 70% of 1 RM

B. Strict Ring push ups with increased load every round.

C. The sit-ups will bring the heartrate down on most of us so probably push a little bit harder then normally on the row and Push press. 

GYMNASTICS
A. 8min 
4-5 Rope climbs/ legless or practice

B. 3 rounds
5-7 Saw in rings
10-20m Sandbag walk
6-8 Ring dips 
3-6 Strict HSPU 

C. 4 rounds - 30 sec ON/ 15sec OFF
Plank diagonal lifts
Lying Windshield wipers

OLY
5xEMOM
3 Power clean and jerk
5xE2M
1 power clean
2 front squat
1 jerk
5xE3M
4 Front squat 80%
5xE2M
2 Front squat 90%
",NULL,2022-06-23 00:00:00.000,2022-09-10 16:58:56.120,cl6jsjxy00006uyo8h2v8fr2e,NULL
1813,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E3M
5 + 5 Backward barbell lunges
5 Bar dips 3s eccentric/Eccentric only

B. 20 min AMRAP
5 Deadlifts 100/70 kg or 60% of 1 RM
10 Pushups
15 Sit-ups
20 Squats

A. Start with your weaker leg on the Bw barbell lunges. 

B. Pace this one from the start to stay below the lactic thresh hold. The Dls should definitely be able to stay unbroken but probably break up some of the other movements.  

Solid at Home
A. 2-3 rounds:
30 alternating cossack squats
30s kneeling thoracic twist on each side
30s shoulder flexion pulses
30 s crab extension
Do this before the workout

B. 10 min amrap
200 m löpning
lateral hops x 30 (15 cm mark)
Pistols x 10
Mountain climbers x 20",NULL,2022-07-12 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1828,NULL,NULL,UNCLASSIFIED,false,"TEAM 

A. ""Deadlift Kalsu""
For time 100 Deadlifts 100/70 kg or 50 - 60% of 1 RM (divide anyhow)
5 Burpees together to start with and every minute on the minute until finished with 100 DLs. 
Time cap 10 min

On minute 12
B. ""Kettlebell swing Kalsu""
For time 100 Kettlebell swings lagom height 32/24 kg
5 Burpees together to start with and every minute on the minute until finished with 100 KBs.
Time cap 22 min

On minute 24
C. ""Push jerk Kalsu""
For time 100 Push jerk 50/30 kg or 50 - 60% of 1 RM
5 Burpees together to start with and every minute on the minute until finished with 100 PJ.
Time cap 34 min 

At HOME
A. Alternating Tabata for 16 Sets (8 Rounds):
20s Max Sit-Ups, :10s (tuck) Hollow Hold
20s Max Glute Bridges, :10s Glute Bridge Hold

B. 10 min Amrap:
1-2-3-4 osv Wall walk/Walk out to pushup
30 lateral hops (15 cm line)

STRENGTH
A. In 12 min 
4 x 3 - 5 reps Close grip benchpress starting from 70% of 1 RM
Rest minimum 90s btw sets

B. In 12 min
4 x 6 - 8 reps Romanian deadlfts 
Rest minimum 90s btw sets

C. In 12 min
4 x 3 - 5 reps
L - sit pullup/Regular/Eccentric only
Rest minimum 90s btw sets

D. 3 rounds of
30s L + 30s R Star plank/Side plank hold
30s Hollow/Tuck hold
30s Superman hold
30s Rest",NULL,2022-07-23 00:00:00.000,2022-09-10 16:58:56.121,cl6jsjxy00006uyo8h2v8fr2e,NULL
1830,NULL,YELLOW,UNCLASSIFIED,false,"Yellow - Intermediate

A. 4 x E3M
4 Pause front squats 32x1
directly into
2 - 3 Hamstring walk outs on the heels

B. 18 min AMRAP
18/15 cal Row, Bike or Ski
9 Burpee lateral over rower
18 Sit-ups

A. Use lifting shoes or a extra wedge/plate under the heels to stay in a sound upright position during the Pause FS. Small step on the walk outs.

B. Use the sit-ups as your recovery and find your own pace from the start. ",NULL,2022-08-18 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
1841,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 4 x E3,5M
1 - 5 Strict Ring muscle-ups/Progression work
or 
Scaled variation
2 - 5 Supinated strict pullups/Eccentrics/Band
2 - 5 Bar dips/Eccentrics/Band

1 - 3 + 1 - 3 Dumbell Squat snatch/DB Power snatch + Overhead squat

B. 5 rounds of
20 Wallballs 9/6 kg 3/2,7 m
15 Boxjump over 60/50 cm
10 Dumbell squat snatch 22,5/15 kg (alternating hands)
Rest 1 min between rounds
Time cap 17 min

Scaled variation
5 rounds for time:
15 Wallballs
10 Boxjump over
10 DB power snatch alternating hands 15/10 kg
Rest 1 min between rounds
Time cap 17 min

A. If you still haven´t got the strict muscle-up practice the strength and technique on that. A good alternative is also to work on the strict strength requirements for the movement. The Dumbell squat snatch starts with the handle in line with the feet. Shrug, elbow to the side and pull yourself below the DB in a full squat. If you still don´t have the mobility practice as deep as possible with good technique/control.

B. Interval format with a lot of leg work and some technique. If possible go unbroken on this one!

INTENSE MOBILITY
3 rounds 
40s V-ups/Tuck ups
40 + 40 Shinbox
90 Shoulder complex
3 rounds
20 + 20 Side plank raises
40 + 40 Diagonal stretch
3 rounds
90 Handstand toe pulls/Shrugs
40 Sissy squats
3 rounds
40 Bridge pushups
40 + 40 Dragon squats

OLYMPIC LIFTING
A. 5xEMOM (empty barbell)
2 Hang clean pull
3 hang power clean, 2s paus in power position

B. 6xE2,5M(70-80%)
2 hang clean pull
3 hang power clean, 2s paus in power position

C. 6xE2,5M (80%)
2 front squat

D. 3xE2M (80%)
3 push jerks

",NULL,2022-08-22 00:00:00.000,2022-09-10 16:58:56.122,cl6jsjxy00006uyo8h2v8fr2e,NULL
37,NULL,YELLOW,WOD,false,"15 min AMRAP
20/16 cal Row
15 Situps
10 Push press 45/30 kg or 60% of 1 RM

The sit-ups will bring the heartrate down on most of us so probably push a little bit harder then normally on the row and Push press.",15.0,2022-06-23 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,AMRAP
1784,NULL,BLACK,UNCLASSIFIED,false,"Black - Intense skill

A. 4 x E3,5M
3 - 20 m Handstand walk/10 - 30 Shoulder taps or Progression work
1 - 4 Barbell split snatch 

B. 14 min AMRAP
7 Handstand pushups
14 Frontrack backward lunges 50/30 kg or individual weight
7 Chest to bar pullups/Pullups

Scaled alternative
14 min AMRAP
7 Pike pushups 
14 Frontrack backward lunges 30/20 kg
7 Pullups with band/Ring rows

A. On the HS walk make sure to extend the shoulders long before starting to walk. Shoulder taps is a good option to walking for building up strength. Split snatches is a very complex movement which creates a very good foundation for other movements. Getting strong and efficient in this one tranfers to regular snatches, lunge movements, general core stability etc.

B. Intense met-con leaning a little bit more towards the upperbody. Probably break up the Hspu/Pike and CTB/Pullup variation from the start

INTENSE MOBILITY
3 rounds of
50s Back body line hold
50s Grasshopp stretches with holds
3 rounds of
50s L + 50s R Knee over toe split squats
50s Relaxed Kip swings
3 rounds of
90s Jefferson curls
50s Handstand heel pulls
2 rounds of
50s L + 50s R Diagonal stretch
50s Windshield wipers",NULL,2022-05-11 00:00:00.000,2022-09-10 16:58:56.119,cl6jsjxy00006uyo8h2v8fr2e,NULL
29,NULL,YELLOW,STRENGTH_OR_SKILLS,false,"12 x OTM
20 - 50s Wallfacing handstand hold
4 - 8 Strict straight leg toes to bar
15s L + 15s R Skater squat holds
40 - 50s Farmers carry

Best possible Handstand line, locked knees on the SSL t2b and chest up on the Skater holds.",12.0,2022-06-10 00:00:00.000,2022-08-10 22:02:30.157,cl6jsjxy00006uyo8h2v8fr2e,NULL
